"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"EMP","EMPEROR ENERGY LIMITED","1987-06-05","Energy",8964461
"EMR","EMERALD RESOURCES NL","1994-07-22","Materials",570027091
"EMS","EASTERN METALS LIMITED","2021-10-25","Materials",12544813
"EMT","EMETALS LIMITED","2010-08-23","Not Applic",16150000
"EMU","EMU NL","2008-02-27","Materials",10446475
"EMUCA","EMU NL","2008-02-27","Materials",10446475
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",156985416
"EN1","ENGAGE:BDR LIMITED","2017-12-14","Media & Entertainment",6205272
"ENA","ENSURANCE LTD","2011-09-23","Insurance",22421234
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",254804072
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",44354356
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",8022282
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",6773177
"ENX","ENEGEX LIMITED","2013-10-08","Materials",12981075
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",144826932
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",177568964
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",338047873
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",122405246
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",91253505
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",15144073
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",28895940
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",135104561
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",28512682
"EQN","EQUINOX RESOURCES LIMITED.","2021-10-13","Materials",20055000
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",84683777
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",565885908
"EQX","EQUATORIAL RESOURCES LIMITED","1987-05-14","Materials",26448524
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","1980-11-19","Energy",1107414959
"ERD","EROAD LIMITED","2020-09-18","Technology Hardware & Equipment",442458536
"ERF","ELANOR RETAIL PROPERTY FUND","2016-11-09","Real Estate",140483998
"ERG","ENECO REFRESH LTD","2006-03-29","Food, Beverage & Tobacco",7353675
"ERL","EMPIRE RESOURCES LIMITED","2007-02-01","Materials",11789021
"ERM","EMMERSON RESOURCES LIMITED","2007-12-17","Materials",64771004
"ERW","ERRAWARRA RESOURCES LTD","2020-12-14","Materials",10918377
"ESH","ESPORTS MOGUL LIMITED","2011-10-19","Media & Entertainment",17720967
"ESK","ETHERSTACK PLC","2012-09-07","Software & Services",48366216
"ESR","ESTRELLA RESOURCES LIMITED","2012-05-09","Materials",38842443
"ESS","ESSENTIAL METALS LIMITED","2003-12-04","Materials",114253366
"EUR","EUROPEAN LITHIUM LIMITED","2010-12-02","Materials",136359786
"EV1","EVOLUTION ENERGY MINERALS LIMITED","2021-11-16","Materials",65559375
"EVE","EVE HEALTH GROUP LIMITED.","2004-04-08","Diversified Financials",15372568
"EVN","EVOLUTION MINING LIMITED","2002-08-20","Materials",6672147966
"EVO","EVOLVE EDUCATION GROUP LIMITED","2014-12-05","Consumer Services",123650850
"EVR","EV RESOURCES LTD","1994-12-07","Materials",59945215
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",244620195
"EVT","EVENT HOSPITALITY AND ENTERTAINMENT LTD","1962-06-30","Media & Entertainment",2250289473
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",14417510
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",221691449
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",69173075
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",22113782
"EXODA","ENNOX GROUP LTD","2007-05-18","Diversified Financials",0
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",240727279
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",169429341
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",41482830
"EZL","EUROZ HARTLEYS GROUP LIMITED","1971-08-02","Diversified Financials",320156275
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",20524800
"FAL","FALCON METALS LTD","2021-12-22","Materials",85845000
"FAR","FAR LIMITED","1986-01-23","Energy",64863820
"FAU","FIRST AU LIMITED","1970-01-01","Materials",7839109
"FBR","FBR LTD","2001-02-08","Capital Goods",89865834
"FBU","FLETCHER BUILDING LIMITED","2001-03-26","Materials",4864141069
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",1132211305
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",107951757
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",525069959
"FE8","FASTER ENTERPRISES LTD","2016-11-21","Real Estate","N/A"
"FEG","FAR EAST GOLD LTD",,"Materials",0
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",123042410
"FFC","FARMAFORCE LIMITED","2015-10-27","Health Care Equipment & Services",6534049
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",19129574
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",48698104
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",75860587
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",17188303
"FFX","FIREFINCH LIMITED","2006-12-06","Materials",754007168
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",16164152
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",574673929
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",4140000
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",99057777
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",552017146
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",43477584
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",251820984
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",11975893
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",16659894
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",96852375
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",235308651
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",3507107289
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",41194564
"FME","FUTURE METALS NL","2007-08-16","Energy",64480119
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",65705111350
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",73072454
"FMLNA","FOCUS MINERALS LTD","2000-09-13","Materials",73072454
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",87801260
"FNT","FRONTIER RESOURCES LIMITED","2003-04-09","Materials",26400064
"FNX","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",9402212
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",20828757
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",193356501
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",12502658
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",46791801
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",15915037357
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",21411634
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",19101250
"FRE","FIREBRICK PHARMA LIMITED","2022-01-28","Pharmaceuticals, Biotechnology & Life Sciences",96241197
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",209534819
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",16002251
"FRS","FORRESTANIA RESOURCES LIMITED","2021-09-30","Materials",19125000
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",27744184
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",137482173
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",358773859
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",133654781
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",61902528
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",37093867
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",50304547
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",216657107
"FXG","FELIX GOLD LIMITED","2022-01-31","Materials",30043145
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",106101601
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",324469762
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",18352223
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",109573231
"G50","GOLD 50 LIMITED","2021-08-06","Materials",20532500
"G6M","GROUP 6 METALS LIMITED","1967-09-21","Materials",97766981
"G79","GOLDOZ LIMITED","2002-05-10","Materials","N/A"
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",9342990
"GAL","GALILEO MINING LTD","2018-05-29","Materials",31997749
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",84299878
"GAS","STATE GAS LIMITED","2017-10-10","Energy",59949692
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",31682721
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",51799192
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",63854249
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",42726583
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",503345181
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials","N/A"
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials",96301562
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",110370960
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",131750124
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",374474974
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",267752704
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",560564579
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",9310217
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",957551056
"GEN","GENMIN LIMITED","2021-03-10","Materials",92071259
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",9394096
"GEV","GLOBAL ENERGY VENTURES LIMITED","2005-03-21","Energy",54398047
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",27880213
"GFN","GEFEN INTERNATIONAL A.I. LTD","2021-07-21","Retailing",53759148
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",37210209
"GGG","GREENLAND MINERALS LIMITED","2006-06-20","Materials",103493956
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",10222755
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",15651699
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",266639995
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",13034833
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",245880441
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",24453000
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",22360710
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",113721514
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",455679101
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",50389985
"GMA","GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED","2014-05-20","Banks",1073994569
"GMC","GULF MANGANESE CORPORATION LIMITED","2007-08-03","Materials","N/A"
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",425629334
"GME","GME RESOURCES LIMITED","1980-08-21","Materials",41579353
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",44351604738
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",29381383
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",14982088
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",25826291
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",1650049078
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",2807199671
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",338587097
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",10254306
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",199155154
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",187232508
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",14232339
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1217046724
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",168655923
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",3111389654
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials","N/A"
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate","N/A"
"GPT","GPT GROUP","1971-04-01","Real Estate",9539575601
"GQG","GQG PARTNERS INC.","2021-10-26","Diversified Financials",4813072857
"GRE","GREENTECH METALS LIMITED","2022-01-04","Materials",14787500
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",11355035
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",949017732
"GRV","GREENVALE MINING LTD","1971-07-28","Energy",129007068
"GRX","GREENX METALS LIMITED","1993-09-06","Materials",49528807
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",7394831
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",29280190
"GSR","GREENSTONE RESOURCES LIMITED","2000-12-12","Materials",0
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",197515944
"GT1","GREEN TECHNOLOGY METALS LIMITED","2021-11-10","Materials",169850000
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",19067736
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",46169826
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services","N/A"
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",162440792
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",117327077
"GTR","GTI RESOURCES LIMITED","2007-08-10","Materials",23704406
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1771442146
"GUL","GULLEWA LIMITED","1980-06-19","Materials",13326117
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",206587981
"GW1","GREENWING RESOURCES LTD","2005-10-20","Materials",48375946
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",673620987
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",55183503
"HAR","HARANGA RESOURCES LIMITED.","2022-01-27","Materials",14128267
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",521541605
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",57314250
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",29682890
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",5723771
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",175079893
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",12390709
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","2021-09-06","Real Estate",660061834
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",1084616992
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",231760400
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",302476806
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",27521814
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1338924272
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",19588779
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",64585898
"HGV","HYGROVEST LIMITED","2015-01-22","Not Applic",10807837
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services",12119274
"HHM","HAMPTON HILL MINING NL","1994-05-10","Materials","N/A"
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",36995443
"HHY","HHY FUND","2005-04-11","Not Applic","N/A"
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",27838263
"HIO","HAWSONS IRON LTD","2007-11-14","Materials",164462179
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",16552377
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",81120000
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",265153079
"HLF","HALO FOOD CO. LIMITED",,,37003025
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",356564044
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",2804209029
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",18877189
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",732349570
"HMC","HOME CONSORTIUM LIMITED","2019-10-14","Real Estate",1886731308
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",42512295
"HMG","HAMELIN GOLD LIMITED","2021-11-05","Materials",18700000
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",4432158
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",49714672
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",160115058
"HNG","HGL LIMITED","1971-08-24","Capital Goods",66448570
"HNR","HANNANS LTD","2003-12-05","Materials",104250859
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials","N/A"
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","2021-12-14","Household & Personal Products",45892605
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",367417225
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",676024817
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",22721837
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",9403038
"HRL","HRL HOLDINGS LTD","2007-11-14","Commercial & Professional Services",48943749
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",46411027
"HRR","HERON RESOURCES LIMITED","1996-08-07","Materials","N/A"
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",70996900
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",25645611
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",981284784
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",622179582
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",20880684
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",1425113401
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",96090484
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",1762280216
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",408596362
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",11901655
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",6329713802
"HVY","HEAVY MINERALS LIMITED","2021-09-14","Materials",11031254
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",24976774
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",64151445
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",21431288
"HYM","HYPERION METALS LIMITED","2018-04-16","Materials",131816624
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",165789011
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",154752334
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",10797138902
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.",,,75960726
"IAP","IRONGATE GROUP","2019-05-28","Real Estate",1260279742
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",53424881
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",53573373
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",76242860
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",12126097
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",50527223
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",131894592
"ICL","ICENI GOLD LIMITED","2021-04-14","Materials",25028571
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",9811844
"ICQ","ICAR ASIA LIMITED","2012-09-11","Media & Entertainment","N/A"
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",10017842
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services","N/A"
"ICT","ICOLLEGE LIMITED","2009-08-24","Consumer Services",124516563
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",16835318
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",25226924
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",59855042
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",855798749
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy",8205887
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",8199784776
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","INSIGNIA FINANCIAL LTD","2003-12-05","Diversified Financials",2473925796
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",567401135
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5243010731
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",244682756
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",10749861
"IGO","IGO LIMITED","2002-01-17","Materials",9140222503
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",537794961
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",61006744
"IIQ","INOVIQ LTD","1991-04-18","Health Care Equipment & Services",92018702
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",117875208
"IKW","IKWEZI MINING LIMITED","2011-07-19","Energy",24389984
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",20317117
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",4401304357
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",242624562
"IMB","INTELLIGENT MONITORING GROUP LIMITED","1994-03-03","Commercial & Professional Services",25936716
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences",28474793
"IMD","IMDEX LIMITED","1987-09-24","Materials",1173499104
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",34832542
"IMI","INFINITY MINING LIMITED","2021-12-22","Materials",18498112
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",333107892
"IMR","IMRICOR MEDICAL SYSTEMS INC.","2019-08-30","Health Care Equipment & Services",128911173
"IMS","IMPELUS LIMITED","2000-05-11","Media & Entertainment","N/A"
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",1799768808
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",2219080424
"IND","INDUSTRIAL MINERALS LTD","2021-07-13","Materials",14501500
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",66254313
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1293445011
"INL","INNLANZ LIMITED","2019-02-22","Retailing",18795816
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",24036209
"INR","IONEER LTD","2007-12-19","Materials",1373867427
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",54306539
"IOD","IODM LIMITED","2003-11-18","Software & Services",172317254
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",104768292
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",4379113
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",7120291
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",319841211
"IPG","IPD GROUP LTD","2021-12-17","Capital Goods",109151489
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",1828772951
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",6584142848
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",28333129
"IQ3","IQ3CORP LIMITED","2015-05-18","Diversified Financials",15129445
"IR1","IRIS METALS LIMITED","2021-09-23","Materials","N/A"
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",147168992
"IRE","IRESS LIMITED","2000-11-03","Software & Services",2194000079
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",170764161
"IRX","INHALERX LIMITED","2017-01-11","Health Care Equipment & Services",14993559
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",15063858
"ISU","ISELECT LIMITED.","2013-06-24","Consumer Services",66816808
"ISX","ISIGNTHIS LTD","1998-12-07","Software & Services","N/A"
"ITM","ITECH MINERALS LTD","2021-10-21","Materials",31707500
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1662460859
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment","N/A"
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",81271133
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",6276322
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",115497246
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",89110417
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",44340770
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",197542172
"IXU","IXUP LIMITED","2017-11-15","Software & Services",117269884
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",26115248
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",285076054
"JAT","JATCORP LIMITED","2008-01-30","Retailing",38249211
"JAV","JAVELIN MINERALS LIMITED","2012-10-09","Materials",13176506
