"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",8022282
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",7111836
"ENX","ENEGEX LIMITED","2013-10-08","Materials",10950020
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",275694641
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",168966497
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",460288398
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",142608054
"EPD","EMPIRED LTD","2007-10-19","Software & Services","N/A"
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",114837412
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",22161299
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",30656918
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",123053848
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",22548068
"EQN","EQUINOX RESOURCES LIMITED.","2021-10-13","Materials",19577500
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",88716338
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",560053770
"EQX","EQUATORIAL RESOURCES LIMITED","1987-05-14","Materials",23929617
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","1980-11-19","Energy",1439639447
"ERD","EROAD LIMITED","2020-09-18","Technology Hardware & Equipment",475406756
"ERF","ELANOR RETAIL PROPERTY FUND","2016-11-09","Real Estate",137929743
"ERG","ENECO REFRESH LTD","2006-03-29","Food, Beverage & Tobacco",9804900
"ERL","EMPIRE RESOURCES LIMITED","2007-02-01","Materials",9996250
"ERM","EMMERSON RESOURCES LIMITED","2007-12-17","Materials",40855556
"ERW","ERRAWARRA RESOURCES LTD","2020-12-14","Materials",11768504
"ESH","ESPORTS MOGUL LIMITED","2011-10-19","Media & Entertainment",17347345
"ESK","ETHERSTACK PLC","2012-09-07","Software & Services",61438166
"ESR","ESTRELLA RESOURCES LIMITED","2012-05-09","Materials",39509487
"ESS","ESSENTIAL METALS LIMITED","2003-12-04","Materials",51088294
"EUR","EUROPEAN LITHIUM LIMITED","2010-12-02","Materials","N/A"
"EV1","EVOLUTION ENERGY MINERALS LIMITED",,"Class Pend",0
"EVE","EVE INVESTMENTS LIMITED","2004-04-08","Diversified Financials",17294139
"EVN","EVOLUTION MINING LIMITED","2002-08-20","Materials",6451946139
"EVO","EVOLVE EDUCATION GROUP LIMITED","2014-12-05","Consumer Services",138808051
"EVS","ENVIROSUITE LIMITED","2008-02-11","Software & Services",270090057
"EVT","EVENT HOSPITALITY AND ENTERTAINMENT LTD","1962-06-30","Media & Entertainment",2659726097
"EVZ","EVZ LIMITED","1985-04-26","Capital Goods",15859261
"EWC","ENERGY WORLD CORPORATION LTD","1988-12-08","Utilities",219083314
"EX1","EXOPHARM LIMITED","2018-12-18","Pharmaceuticals, Biotechnology & Life Sciences",87252401
"EXL","ELIXINOL WELLNESS LIMITED","2018-01-08","Household & Personal Products",28747917
"EXO","ENNOX GROUP LTD","2007-05-18","Diversified Financials","N/A"
"EXP","EXPERIENCE CO LIMITED","2015-03-27","Consumer Services",245725869
"EXR","ELIXIR ENERGY LIMITED","2004-07-19","Energy",240573612
"EYE","NOVA EYE MEDICAL LIMITED","1987-10-12","Health Care Equipment & Services",59677054
"EZL","EUROZ LIMITED","1971-08-02","Diversified Financials",325081756
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","2021-03-03","Retailing",21000000
"FAR","FAR LIMITED","1986-01-23","Energy",85320871
"FAU","FIRST AU LIMITED","1970-01-01","Materials",8835288
"FBR","FBR LTD","2001-02-08","Capital Goods",105916036
"FBU","FLETCHER BUILDING LIMITED","2001-03-26","Materials",5598439172
"FCL","FINEOS CORPORATION HOLDINGS PLC","2019-08-16","Software & Services",1355464239
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","2011-05-11","Software & Services",68476360
"FDV","FRONTIER DIGITAL VENTURES LIMITED","2016-08-26","Media & Entertainment",601970218
"FE8","FASTER ENTERPRISES LTD","2016-11-21","Real Estate","N/A"
"FEL","FE LIMITED","2005-10-13","Materials",29277820
"FEX","FENIX RESOURCES LTD","2008-08-04","Materials",103887062
"FFC","FARMAFORCE LIMITED","2015-10-27","Health Care Equipment & Services",6664730
"FFF","FORBIDDEN FOODS LIMITED","2020-08-31","Food, Beverage & Tobacco",21390754
"FFG","FATFISH GROUP LIMITED","1995-11-23","Diversified Financials",57505208
"FFI","FFI HOLDINGS LIMITED","1987-01-15","Food, Beverage & Tobacco",80917960
"FFR","FIREFLY RESOURCES LIMITED","2006-12-14","Materials","N/A"
"FFT","FUTURE FIRST TECHNOLOGIES LTD","2013-12-02","Commercial & Professional Services",18715082
"FFX","FIREFINCH LIMITED","2006-12-06","Materials",570241695
"FG1","FLYNN GOLD LIMITED","2021-06-17","Materials",14262487
"FGG","FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED","2015-09-10","Not Applic",614035157
"FGL","FRUGL GROUP LIMITED","2004-08-10","Software & Services",5940000
"FGO","FARGO ENTERPRISES LIMITED","1986-07-03","Software & Services","N/A"
"FGR","FIRST GRAPHENE LIMITED","1994-08-08","Materials",115525407
"FGX","FUTURE GENERATION INVESTMENT COMPANY LIMITED","1997-03-06","Not Applic",576224884
"FHS","FREEHILL MINING LIMITED.","2017-01-16","Materials",43518387
"FID","FIDUCIAN GROUP LIMITED","2015-02-09","Diversified Financials",277317859
"FIJ","FIJI KAVA LIMITED","2018-12-20","Household & Personal Products",14653040
"FIN","FIN RESOURCES LIMITED","1989-11-02","Materials",21565760
"FLC","FLUENCE CORPORATION LIMITED","2007-12-18","Capital Goods",109349456
"FLN","FREELANCER LIMITED","2013-11-15","Commercial & Professional Services",343912643
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","1995-12-01","Consumer Services",4011260158
"FLX","FELIX GROUP HOLDINGS LTD","2021-01-12","Software & Services",37872422
"FME","FUTURE METALS NL","2007-08-16","Energy",60994707
"FMG","FORTESCUE METALS GROUP LTD","1987-03-19","Materials",44275515521
"FML","FOCUS MINERALS LTD","2000-09-13","Materials",49342113
"FMS","FLINDERS MINES LIMITED","2002-02-20","Materials",119882490
"FNP","FREEDOM FOODS GROUP LIMITED","1985-11-07","Food, Beverage & Tobacco",119157007
"FNT","FRONTIER RESOURCES LIMITED","2003-04-09","Materials",16675046
"FNX","FINEXIA FINANCIAL GROUP LIMITED","2006-12-21","Diversified Financials",11509604
"FOD","THE FOOD REVOLUTION GROUP LIMITED","2012-06-29","Food, Beverage & Tobacco",24615803
"FOR","FORAGER AUSTRALIAN SHARES FUND","2016-12-16","Not Applic",196633730
"FOS","FOS CAPITAL LTD","2021-06-07","Capital Goods",12039596
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","2017-03-22","Not Applic",51320040
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","2001-11-21","Health Care Equipment & Services",17696443013
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","2017-10-10","Not Applic",21069959
"FRB","FIREBIRD METALS LIMITED","2021-03-18","Materials",23467250
"FRI","FINBAR GROUP LIMITED","1994-08-05","Real Estate",228583439
"FRM","FARM PRIDE FOODS LIMITED","1997-12-19","Food, Beverage & Tobacco",16278152
"FRS","FORRESTANIA RESOURCES LIMITED","2021-09-30","Materials",25500000
"FRX","FLEXIROAM LIMITED","2015-06-16","Telecommunication Services",21625881
"FSA","FSA GROUP LIMITED","2001-01-11","Diversified Financials",133533364
"FSF","FONTERRA SHAREHOLDERS' FUND","2012-11-30","Food, Beverage & Tobacco",408185827
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","2005-04-26","Telecommunication Services",146421722
"FSI","FLAGSHIP INVESTMENTS LIMITED","2000-12-20","Not Applic",67061072
"FTC","FINTECH CHAIN LIMITED","2012-11-27","Software & Services",44252332
"FTZ","FERTOZ LIMITED","2013-09-02","Materials",72176307
"FWD","FLEETWOOD LIMITED","1987-04-15","Consumer Durables & Apparel",218541081
"FYI","FYI RESOURCES LIMITED","1994-01-20","Materials",137200346
"FZO","FAMILY ZONE CYBER SAFETY LIMITED","2016-08-29","Software & Services",435915044
"FZR","FITZROY RIVER CORPORATION LTD","1998-03-04","Energy",14573824
"G1A","GALENA MINING LIMITED","2017-09-07","Materials",107191204
"G50","GOLD 50 LIMITED","2021-08-06","Materials",22442500
"G79","GOLDOZ LIMITED","2002-05-10","Materials","N/A"
"G88","GOLDEN MILE RESOURCES LTD","2017-06-19","Materials",8721935
"GAL","GALILEO MINING LTD","2018-05-29","Materials",42025301
"GAP","GALE PACIFIC LIMITED","2000-12-14","Consumer Durables & Apparel",119932200
"GAS","STATE GAS LIMITED","2017-10-10","Energy",58950530
"GBE","GLOBE METALS & MINING LIMITED","2005-12-09","Materials",55910685
"GBR","GREAT BOULDER RESOURCES LIMITED","2016-11-18","Materials",55371550
"GBZ","GBM RESOURCES LIMITED","2007-10-24","Materials",65885210
"GC1","GLENNON SMALL COMPANIES LIMITED","2015-08-21","Not Applic",43606229
"GCI","GRYPHON CAPITAL INCOME TRUST","2018-05-25","Not Applic",493618704
"GCR","GOLDEN CROSS RESOURCES LTD","1996-03-27","Materials","N/A"
"GCY","GASCOYNE RESOURCES LIMITED","2009-12-11","Materials",89120252
"GDA","GOOD DRINKS AUSTRALIA LTD","2006-12-13","Food, Beverage & Tobacco",114201915
"GDC","GLOBAL DATA CENTRE GROUP","2019-10-31","Not Applic",153772872
"GDF","GARDA PROPERTY GROUP","2015-07-02","Real Estate",357401647
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","2007-12-11","Insurance",239958905
"GDI","GDI PROPERTY GROUP","2013-12-17","Real Estate",617882086
"GED","GOLDEN DEEPS LIMITED.","1986-12-04","Materials",9310217
"GEM","G8 EDUCATION LIMITED","2007-12-05","Consumer Services",919418492
"GEN","GENMIN LIMITED","2021-03-10","Materials",56659236
"GES","GENESIS RESOURCES LIMITED","2009-10-27","Materials",11742619
"GEV","GLOBAL ENERGY VENTURES LIMITED","2005-03-21","Energy",73147179
"GFL","GLOBAL MASTERS FUND LIMITED","2006-05-16","Not Applic",27665750
"GFN","GEFEN INTERNATIONAL A.I. LTD","2021-07-21","Retailing",85720588
"GGE","GRAND GULF ENERGY LIMITED","1998-03-20","Energy",53637727
"GGG","GREENLAND MINERALS LIMITED","2006-06-20","Materials",168009668
"GGX","GAS2GRID LIMITED","2005-05-13","Energy",14311857
"GIB","GIBB RIVER DIAMONDS LIMITED","2008-07-01","Materials",18824341
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","2021-05-06","Materials",90288712
"GLA","GLADIATOR RESOURCES LIMITED","2006-06-27","Materials",18497966
"GLB","GLOBE INTERNATIONAL LIMITED","2001-05-24","Consumer Durables & Apparel",296466299
"GLE","GLG CORP LTD","2005-12-14","Consumer Durables & Apparel",18895500
"GLH","GLOBAL HEALTH LIMITED","2000-04-04","Health Care Equipment & Services",20379381
"GLL","GALILEE ENERGY LIMITED","1996-02-15","Energy",125485736
"GLN","GALAN LITHIUM LIMITED","2011-06-08","Materials",466982852
"GLV","GLOBAL OIL & GAS LIMITED","2005-05-25","Energy",28557623
"GMA","GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED","2014-05-20","Banks",940532340
"GMC","GULF MANGANESE CORPORATION LIMITED","2007-08-03","Materials","N/A"
"GMD","GENESIS MINERALS LIMITED","2007-08-02","Materials",289274108
"GME","GME RESOURCES LIMITED","1980-08-21","Materials",38609400
"GMG","GOODMAN GROUP","2005-02-02","Real Estate",43959277990
"GML","GATEWAY MINING LIMITED","1971-08-02","Materials",32361805
"GMN","GOLD MOUNTAIN LIMITED","2011-09-02","Materials",20332834
"GMR","GOLDEN RIM RESOURCES LTD","1987-08-13","Materials",19772098
"GNC","GRAINCORP LIMITED","1998-03-30","Food & Staples Retailing",1510447145
"GNE","GENESIS ENERGY LIMITED","2014-04-17","Utilities",3224627132
"GNG","GR ENGINEERING SERVICES LIMITED","2011-04-19","Materials",305679349
"GNM","GREAT NORTHERN MINERALS LIMITED","2008-03-05","Materials",9672408
"GNP","GENUSPLUS GROUP LTD","2020-12-14","Capital Goods",168037161
"GNX","GENEX POWER LIMITED","2015-07-08","Utilities",219329509
"GO2","THE GO2 PEOPLE LTD","2017-10-31","Commercial & Professional Services",13419062
"GOR","GOLD ROAD RESOURCES LIMITED","2006-07-04","Materials",1190430055
"GOW","GOWING BROS LIMITED","1962-07-31","Diversified Financials",165978845
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","2007-07-04","Real Estate",3250359911
"GPR","GEOPACIFIC RESOURCES LTD","2006-05-09","Materials",158370227
"GPS","GPS ALLIANCE HOLDINGS LIMITED","2013-07-02","Real Estate","N/A"
"GPT","GPT GROUP","1971-04-01","Real Estate",9865223765
"GQG","GQG PARTNERS INC.","2021-10-26","Diversified Financials",5551274216
"GRL","GODOLPHIN RESOURCES LIMITED","2019-12-18","Materials",12196149
"GRR","GRANGE RESOURCES LIMITED.","1986-03-27","Materials",636536284
"GRV","GREENVALE MINING LTD","1971-07-28","Energy",109159827
"GSM","GOLDEN STATE MINING LIMITED","2018-11-08","Materials",8724238
"GSN","GREAT SOUTHERN MINING LIMITED","2011-04-14","Materials",33881928
"GSR","GREENSTONE RESOURCES LIMITED","2000-12-12","Materials",0
"GSS","GENETIC SIGNATURES LIMITED","2015-03-31","Pharmaceuticals, Biotechnology & Life Sciences",191668570
"GT1","GREEN TECHNOLOGY METALS LIMITED",,"Materials",0
"GTE","GREAT WESTERN EXPLORATION LIMITED.","2007-06-05","Materials",31325567
"GTG","GENETIC TECHNOLOGIES LIMITED","1987-07-30","Pharmaceuticals, Biotechnology & Life Sciences",64582631
"GTI","GRATIFII LIMITED","2008-07-17","Software & Services",19109178
"GTK","GENTRACK GROUP LIMITED","2014-06-25","Software & Services",182933322
"GTN","GTN LIMITED","2016-06-01","Media & Entertainment",114097892
"GTR","GTI RESOURCES LIMITED","2007-08-10","Materials",33863437
"GUD","G.U.D. HOLDINGS LIMITED","1962-06-30","Automobiles & Components",1175278936
"GUL","GULLEWA LIMITED","1980-06-19","Materials",16181714
"GVF","GLOBAL VALUE FUND LIMITED","2014-07-21","Not Applic",204136980
"GW1","GREENWING RESOURCES LTD","2005-10-20","Materials",45743645
"GWA","GWA GROUP LIMITED.","1993-05-20","Capital Goods",734618163
"GWR","GWR GROUP LIMITED","2004-12-24","Materials",30278644
"HAS","HASTINGS TECHNOLOGY METALS LTD","2008-02-20","Materials",451998541
"HAV","HAVILAH RESOURCES LIMITED","2002-03-21","Materials",56661287
"HAW","HAWTHORN RESOURCES LIMITED","1986-07-03","Materials",18009843
"HCD","HYDROCARBON DYNAMICS LIMITED","2006-04-21","Energy",9686382
"HCH","HOT CHILI LIMITED","2010-05-03","Materials",210063861
"HCT","HOLISTA COLLTECH LIMITED","2004-02-26","Household & Personal Products",15419549
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","2021-09-06","Real Estate",692577196
"HDN","HOMECO DAILY NEEDS REIT","2020-11-23","Real Estate",1146462472
"HE8","HELIOS ENERGY LTD","2010-10-20","Energy",235751041
"HFR","HIGHFIELD RESOURCES LIMITED","2012-02-07","Materials",218657932
"HFY","HUBIFY LIMITED","2017-01-12","Telecommunication Services",38333956
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","2018-11-01","Banks",1303534203
"HGL","HUDSON INVESTMENT GROUP LIMITED","1994-06-09","Real Estate",18104780
"HGO","HILLGROVE RESOURCES LIMITED","1994-07-22","Materials",59576658
"HHI","HEALTH HOUSE INTERNATIONAL LIMITED","2011-07-28","Health Care Equipment & Services",16136541
"HHM","HAMPTON HILL MINING NL","1994-05-10","Materials","N/A"
"HHR","HARTSHEAD RESOURCES NL","2012-02-14","Energy",42544759
"HHY","HHY FUND","2005-04-11","Not Applic","N/A"
"HIL","HILLS LIMITED","1962-06-30","Technology Hardware & Equipment",33637901
"HIO","HAWSONS IRON LTD","2007-11-14","Materials",55059077
"HIQ","HITIQ LIMITED","2021-06-16","Health Care Equipment & Services",23173328
"HIT","HITECH GROUP AUSTRALIA LIMITED","2000-04-17","Commercial & Professional Services",82680000
"HLA","HEALTHIA LIMITED","2018-09-11","Health Care Equipment & Services",260046442
"HLO","HELLOWORLD TRAVEL LIMITED","2000-09-13","Consumer Services",426326574
"HLS","HEALIUS LIMITED","1998-07-03","Health Care Equipment & Services",3097093083
"HLX","HELIX RESOURCES LIMITED","1986-05-22","Materials",21394147
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","2018-11-14","Not Applic",951602374
"HMC","HOME CONSORTIUM","2019-10-14","Real Estate",2322130840
"HMD","HERAMED LIMITED","2018-12-12","Health Care Equipment & Services",35437736
"HMG","HAMELIN GOLD LIMITED",,"Materials",0
"HMI","HIREMII LIMITED","2021-05-11","Commercial & Professional Services",5751942
"HMX","HAMMER METALS LIMITED","2003-02-25","Materials",43115215
"HMY","HARMONEY CORP LIMITED","2020-11-19","Diversified Financials",191734176
"HNG","HGL LIMITED","1971-08-24","Capital Goods",53672337
"HNR","HANNANS LTD","2003-12-05","Materials",121786837
"HNRNA","HANNANS LTD","2003-12-05","Materials",121786837
"HOR","HORSESHOE METALS LIMITED","2010-07-29","Materials","N/A"
"HPG","HIPAGES GROUP HOLDINGS LTD","2020-11-12","Media & Entertainment",487615133
"HPI","HOTEL PROPERTY INVESTMENTS","2013-12-10","Real Estate",674098821
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","1989-12-14","Food, Beverage & Tobacco",24564148
"HPR","HIGH PEAK ROYALTIES LIMITED","2007-03-30","Energy",12166178
"HRL","HRL HOLDINGS LTD","2007-11-14","Commercial & Professional Services",59325757
"HRN","HORIZON GOLD LIMITED","2016-12-21","Materials",46944487
"HRR","HERON RESOURCES LIMITED","1996-08-07","Materials","N/A"
"HRZ","HORIZON MINERALS LIMITED","1992-02-06","Materials",68157024
"HSC","HSC TECHNOLOGY GROUP LTD","2006-06-02","Software & Services",31483829
"HSN","HANSEN TECHNOLOGIES LIMITED","2000-06-01","Software & Services",1283320365
"HT1","HT&E LIMITED","1992-05-07","Media & Entertainment",530520791
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","1999-06-24","Retailing",44669322
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","1999-08-17","Telecommunication Services",1492975943
"HTG","HARVEST TECHNOLOGY GROUP LTD","2016-05-12","Technology Hardware & Equipment",172069511
"HUB","HUB24 LIMITED","2007-07-05","Diversified Financials",2066287278
"HUM","HUMM GROUP LIMITED","2006-12-12","Diversified Financials",425930753
"HUO","HUON AQUACULTURE GROUP LIMITED","2014-10-23","Food, Beverage & Tobacco","N/A"
"HVM","HAPPY VALLEY NUTRITION LIMITED","2020-01-23","Food, Beverage & Tobacco",19127659
"HVN","HARVEY NORMAN HOLDINGS LIMITED","1987-09-03","Retailing",6230033270
"HVY","HEAVY MINERALS LIMITED","2021-09-14","Materials",11544336
"HWH","HOUSTON WE HAVE LIMITED","2010-12-17","Software & Services",57178243
"HXG","HEXAGON ENERGY MATERIALS LIMITED","2008-10-30","Materials",44601383
"HXL","HEXIMA LIMITED.","2020-12-01","Pharmaceuticals, Biotechnology & Life Sciences",49071647
"HYD","HYDRIX LIMITED","2001-05-11","Technology Hardware & Equipment",20520912
"HYM","HYPERION METALS LIMITED","2018-04-16","Materials",134243554
"HZN","HORIZON OIL LIMITED","1981-06-30","Energy",146841695
"HZR","HAZER GROUP LIMITED","2015-12-02","Materials",247396679
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","2000-08-08","Insurance",10969695917
"IAP","IRONGATE GROUP","2019-05-28","Real Estate",1016365910
"IBC","IRONBARK CAPITAL LIMITED","1987-04-02","Not Applic",65894102
"IBG","IRONBARK ZINC LTD","2006-08-16","Materials",54395026
"IBX","IMAGION BIOSYSTEMS LIMITED","2017-06-22","Health Care Equipment & Services",76034074
"ICE","ICETANA LIMITED","2019-12-23","Software & Services",13566969
"ICG","INCA MINERALS LIMITED","2008-06-19","Materials",62522839
"ICI","ICANDY INTERACTIVE LIMITED","2016-02-04","Media & Entertainment",52922112
"ICL","ICENI GOLD LIMITED","2021-04-14","Materials",54228571
"ICN","ICON ENERGY LIMITED","1997-09-22","Energy",11179318
"ICQ","ICAR ASIA LIMITED","2012-09-11","Media & Entertainment",229413553
"ICR","INTELICARE HOLDINGS LIMITED","2020-05-25","Health Care Equipment & Services",8808363
"ICS","ICSGLOBAL LIMITED","1999-12-23","Health Care Equipment & Services","N/A"
"ICT","ICOLLEGE LIMITED","2009-08-24","Consumer Services",115369144
"ID8","IDENTITII LIMITED","2018-10-17","Software & Services",31280170
"IDA","INDIANA RESOURCES LIMITED","1986-07-17","Materials",26935712
"IDT","IDT AUSTRALIA LIMITED","1991-02-18","Pharmaceuticals, Biotechnology & Life Sciences",118730784
"IDX","INTEGRAL DIAGNOSTICS LIMITED","2015-10-21","Health Care Equipment & Services",991672010
"IDZ","INDOOR SKYDIVE AUSTRALIA GROUP LIMITED","2013-01-18","Consumer Services",8080802
"IEC","INTRA ENERGY CORPORATION LIMITED","2007-07-04","Energy","N/A"
"IEL","IDP EDUCATION LIMITED","2015-11-26","Consumer Services",10799444987
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","1993-03-11","Real Estate",4487825
"IFL","IOOF HOLDINGS LIMITED","2003-12-05","Diversified Financials",2603790668
"IFM","INFOMEDIA LTD","2000-08-16","Software & Services",526067277
"IFT","INFRATIL LIMITED.","2010-08-30","Utilities",5604869343
"IGL","IVE GROUP LIMITED","2015-12-16","Media & Entertainment",257598562
"IGN","IGNITE LIMITED","1997-01-16","Commercial & Professional Services",11197772
"IGO","IGO LIMITED","2002-01-17","Materials",6853273708
"IHL","INCANNEX HEALTHCARE LIMITED","2007-05-23","Pharmaceuticals, Biotechnology & Life Sciences",586136081
"IHR","INTELLIHR LIMITED","2018-01-23","Software & Services",68850169
"IKE","IKEGPS GROUP LIMITED","2016-11-21","Technology Hardware & Equipment",161460249
"IKW","IKWEZI MINING LIMITED","2011-07-19","Energy",33332979
"ILA","ISLAND PHARMACEUTICALS LIMITED","2021-04-13","Pharmaceuticals, Biotechnology & Life Sciences",24695383
"ILU","ILUKA RESOURCES LIMITED","1962-06-30","Materials",3783428937
"IMA","IMAGE RESOURCES NL","2002-07-04","Materials",197465265
"IMC","IMMURON LIMITED","1999-04-30","Pharmaceuticals, Biotechnology & Life Sciences",29542057
"IMD","IMDEX LIMITED","1987-09-24","Materials",1098173148
"IME","IMEXHS LIMITED","2005-12-14","Health Care Equipment & Services",40254589
"IMM","IMMUTEP LIMITED","1988-06-23","Pharmaceuticals, Biotechnology & Life Sciences",512323681
"IMR","IMRICOR MEDICAL SYSTEMS INC.","2019-08-30","Health Care Equipment & Services",186205028
"IMS","IMPELUS LIMITED","2000-05-11","Media & Entertainment","N/A"
"IMU","IMUGENE LIMITED","1993-11-24","Pharmaceuticals, Biotechnology & Life Sciences",3133111470
"INA","INGENIA COMMUNITIES GROUP","2004-07-01","Real Estate",2084991198
"IND","INDUSTRIAL MINERALS LTD","2021-07-13","Materials",19860750
"INF","INFINITY LITHIUM CORPORATION LIMITED","2011-04-15","Materials",80514028
"ING","INGHAMS GROUP LIMITED","2016-11-07","Food, Beverage & Tobacco",1408665688
"INP","INCENTIAPAY LIMITED","2014-09-09","Retailing",27283886
"INR","IONEER LTD","2007-12-19","Materials",1619547118
"INV","INVESTSMART GROUP LIMITED","2005-04-21","Diversified Financials",63247518
"INY","INCOME ASSET MANAGEMENT GROUP LIMITED","1987-01-14","Diversified Financials",82866246
"IOD","IODM LIMITED","2003-11-18","Software & Services",189083813
"IOU","IOUPAY LIMITED","2000-10-12","Media & Entertainment",132338896
"IP1","INTEGRATED PAYMENT TECHNOLOGIES LIMITED","2016-12-19","Software & Services",28139211
"IPB","IPB PETROLEUM LIMITED","2013-04-30","Energy",6737097
"IPC","IMPERIAL PACIFIC LIMITED","1971-07-28","Diversified Financials",8079763
"IPD","IMPEDIMED LIMITED","2007-10-24","Health Care Equipment & Services",319422836
"IPH","IPH LIMITED","2014-11-19","Commercial & Professional Services",1898690196
"IPL","INCITEC PIVOT LIMITED","2003-07-28","Materials",6059742090
"IPT","IMPACT MINERALS LIMITED","2006-11-29","Materials",28333129
"IQ3","IQ3CORP LIMITED","2015-05-18","Diversified Financials",11477510
"IR1","IRIS METALS LIMITED","2021-09-23","Materials",29228750
"IRD","IRON ROAD LIMITED","2008-06-12","Materials",154945107
"IRE","IRESS LIMITED","2000-11-03","Software & Services",2328149766
"IRI","INTEGRATED RESEARCH LIMITED","2000-12-13","Software & Services",263804228
"IRX","INHALERX LIMITED","2017-01-11","Health Care Equipment & Services",16172828
"IS3","I SYNERGY GROUP LIMITED","2017-03-30","Software & Services",8266751
"ISU","ISELECT LIMITED.","2013-06-24","Consumer Services",75466690
"ISX","ISIGNTHIS LTD","1998-12-07","Software & Services","N/A"
"ITG","INTEGA GROUP LIMITED","2019-10-22","Capital Goods",374394279
"ITM","ITECH MINERALS LTD","2021-10-21","Materials",25942500
"IVC","INVOCARE LIMITED","2003-12-04","Consumer Services",1679748147
"IVO","INVIGOR GROUP LIMITED","1999-12-03","Media & Entertainment","N/A"
"IVR","INVESTIGATOR RESOURCES LTD","2007-04-03","Materials",90028369
"IVT","INVENTIS LIMITED","1999-04-14","Commercial & Professional Services",7488386
"IVX","INVION LIMITED","2010-02-15","Pharmaceuticals, Biotechnology & Life Sciences",134890609
"IVZ","INVICTUS ENERGY LTD","2012-01-19","Energy",84836221
"IXC","INVEX THERAPEUTICS LTD","2019-07-05","Pharmaceuticals, Biotechnology & Life Sciences",49225770
"IXR","IONIC RARE EARTHS LIMITED","1999-12-10","Materials",128911182
"IXU","IXUP LIMITED","2017-11-15","Software & Services",164482417
"JAL","JAMESON RESOURCES LIMITED","2007-12-18","Materials",25783211
"JAN","JANISON EDUCATION GROUP LIMITED","2000-09-12","Software & Services",274475838
"JAT","JATCORP LIMITED","2008-01-30","Retailing",27266865
"JAY","JAYRIDE GROUP LIMITED","2018-01-29","Retailing",45859907
"JBH","JB HI-FI LIMITED","2003-10-23","Retailing",5778633612
"JCS","JCURVE SOLUTIONS LTD","2000-12-08","Software & Services",21999010
"JDO","JUDO CAPITAL HOLDINGS LIMITED","2021-11-01","Class Pend",2542664658
"JDR","JADAR RESOURCES LIMITED","1994-12-07","Materials",30052129
"JGH","JADE GAS HOLDINGS LIMITED","1995-02-13","Materials",84658093
"JHC","JAPARA HEALTHCARE LIMITED","2014-04-17","Health Care Equipment & Services","N/A"
"JHG","JANUS HENDERSON GROUP PLC","2008-10-27","Diversified Financials",12449580400
"JHX","JAMES HARDIE INDUSTRIES PLC","2001-10-15","Materials",24105191662
"JIN","JUMBO INTERACTIVE LIMITED","1972-06-14","Consumer Services",1009325902
"JLG","JOHNS LYNG GROUP LIMITED","2017-10-26","Capital Goods",1525925182
"JMS","JUPITER MINES LIMITED.","2018-04-18","Materials",421183072
"JNO","JUNO MINERALS LIMITED","2021-05-14","Materials",17057250
"JPR","JUPITER ENERGY LIMITED","2003-11-12","Energy",6288485
"JRL","JINDALEE RESOURCES LIMITED","2002-07-11","Materials",143375510
"JRV","JERVOIS GLOBAL LIMITED","1980-12-01","Materials",833311524
"JTL","JAYEX TECHNOLOGY LIMITED","2015-12-17","Health Care Equipment & Services",5732256
